researchlogid	government	researchlogtype	researchlogdate	researchlogvolumefrom	researchlogfrom	researchlogvolumeto	researchlogto	researchlogismissing	researchlognotes	researchlogdisposition	event
3379	4777	82	2022-08-08					f	"Ordinance books and minute books for the period from 1834 (incorporation) through 1900."		\N
3380	5718	82	2022-08-08					f	"Digitized copies of ordinance books and minute books from the 19th and 20th centuries, as referenced in emails between the Requester and the Agency dated June 27, 2022."		\N
3381	3254	82	2022-08-08					f	"Ordinance books and minute books for the period from 1841 (incorporation) through 1950."		\N
3382	3935	82	2022-08-08					f	"Ordinance books for the years 1874 through 1928. ALSO: any minute books for the years 1874 through 1928 in the event that the ordinance books do not cover the entire time period requested."		\N
3383	4038	82	2022-08-08					f	"Ordinance books and minute books for the period from 1868 (incorporation) through 1911."		\N
3384	3823	82	2022-08-08					f	"Ordinance books and minute books for the period from 1878 (incorporation) through 1900."		\N
3385	4009	82	2022-08-08					f	"Ordinance books and minute books for the period from 1896 (incorporation) through 1930."		\N
3386	3554	82	2022-08-09					f	"Two (2) ordinances of the Borough of Carrolltown, both concerning annexation of territory: 1. Likely passed in 1906 (around July); and 2. Likely passed in 1909 (around February)."		\N
3392	2320	6	2022-08-16	Y2	1968	A3	1975	f			\N
3393	2320	40	2022-08-16	1840-1848, p. 1845	1845	1849-1860	1860	f	Only election found for East Waterford took place on 1845-04-18. No other references found to East Waterford. Also saw Turbett division on 1858-06-04 (132 to 5).		\N
3394	2320	106	2022-08-16	BEALE & MILFORD TWP., ROADS, 1841 to 1901	1841	BEALE & MILFORD TWP., ROADS, 1841 to 1901	1901	f	Docket box. Nothing relevant found.		\N
3395	2320	14	2022-08-16	BOROUGHS, MIFFLINTOWN, MIFFLIN, PORT ROYAL, THOMPSONTOWN		BOROUGHS, MIFFLINTOWN, MIFFLIN, PORT ROYAL, THOMPSONTOWN		f	Docket box.		\N
3397	2320	6	2022-08-16	B, p. 211	1833	B, p. 407	1835	f	No county boundary survey found.		\N
3398	2320	6	2022-08-16	J, p. 282	1860	J, p. 526	1861	f	No county boundary survey found.		\N
3405	2351	102	2022-10-03	A1	1795	A1	1815	f	Went through page by page.		\N
3406	32	80	2022-11-18					f	No. W193614, to the Department of State, Division of Archives and Records Management: "Electronic index to State Archives Series SSTSE039, Miscellaneous Filings (Series II), believed to have been created by the State Archives, which contains for each filing roughly the following fields: the filing number, category, type, agency, agency official, filing title/description, filing date, document date, box number, folder, and description of holdings for box number (with filing number and date ranges). This request is not for the version maintained by the division of the Secretary of State where the filings are originally filed. Please furnish in a machine-readable electronic format, such as Microsoft Access (if that is the original database format), CSV, or Microsoft Excel. Note that if the index also covers other record series, such as State Archives Series SSTSE038, Miscellaneous Filings (Series I), or includes fields other than those previously enumerated, the response should not be limited to only that portion of the database covering the first-cited series and fields."		\N
3408	4412	81	2022-12-05					f	"Ordinance books and minute books for the following time periods: 1921-1926 and 1955-1967."		\N
3424	40	63	2023-01-17	1925-1926	1925	1928-1929	1929	f	State Board of Education.		\N
3440	40	63	2023-01-19	1929-1930	1929	1930-1931	1931	f	State Board of Education		\N
3444	32	80	2023-02-25					f	No. W197733, to the Department of State, Laws and Commissions: "That portion of the electronic version of the 'Index to Statutory Filings' covering Statutory Filing No. 33475 (believed to be the first filing of the year 2022), through the end of the year 2022. This request is not for the version that is currently maintained by the State Archives, but for the version maintained by the division of the Secretary of State where the filings are originally filed. Please furnish in an electronic format, preferably Excel format or, in the event that Excel format is not feasible, Word format."		\N
3449	7327	82	2023-04-02					f	"Ordinance 509, adopted on or about July 14, 2005, which was reported as an annexation to the U.S. Census Bureau's Boundary and Annexation Survey (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3450	7326	82	2023-04-02					f	"Resolution, adopted in or about early October 1989, assenting to the annexation of land to Shamong Township (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication). Ordinance, adopted on or about February 5, 1990, annexing land from Shamong Township (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3451	7483	82	2023-04-02					f	"Ordinance, adopted in late 1989 or early 1990, annexing land from Medford Township (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3452	7137	82	2023-04-02					f	"Ordinance 786, adopted in or around December 1971, adjusting the boundary with the Borough of Bergenfield (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3453	7058	82	2023-04-02					f	"Ordinance 928, adopted in or around December 1971, adjusting the boundary with the Borough of Dumont (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3454	7425	82	2023-04-02					f	"Ordinance, adopted on or about January 12, 1981, which was reported as an annexation to the U.S. Census Bureau's Boundary and Annexation Survey (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3455	7049	82	2023-04-02					f	"Ordinance 1982-14, adopted on or about December 21, 1982, which was reported as an annexation to the U.S. Census Bureau's Boundary and Annexation Survey (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3456	7160	82	2023-04-02					f	"Ordinance or Resolution 267-78, adopted on or about December 12, 1978, which was reported as a detachment to the U.S. Census Bureau's Boundary and Annexation Survey (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3457	7245	82	2023-04-02					f	"Ordinance 479, adopted on or about May 28, 1974, annexing part of the Village of Ridgewood (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication). Ordinance 492, adopted on or about December 23, 1975, annexing part of Washington Township (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3458	7379	82	2023-04-02					f	"Ordinance 19.05, adopted on or about November 14, 2005, which was reported as an annexation to the U.S. Census Bureau's Boundary and Annexation Survey (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3459	7421	82	2023-04-02					f	"Any ordinances annexing territory from neighboring municipalities adopted in 1969 or 1970 (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3460	7231	82	2023-04-02					f	"Ordinance, adopted in or about March 1970, which was reported as an annexation to the U.S. Census Bureau's Boundary and Annexation Survey (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3461	7580	82	2023-04-02					f	"Ordinance, adopted on or about June 7, 1975, which was reported as an annexation to the U.S. Census Bureau's Boundary and Annexation Survey (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication). Resolution, adopted on or about June 7, 1975, which was reported as a detachment to the U.S. Census Bureau's Boundary and Annexation Survey (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3462	7554	82	2023-04-02					f	"Ordinance 75-32, approved on or about December 23, 1975, annexing a part of the Borough of Ho-Ho-Kus (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3463	7367	82	2023-04-02					f	"Ordinance believed to have been adopted in 2000 or early 2001, annexing land from Roxbury Township (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication). Also, the petition filed as a prerequisite to the adoption of the above-cited ordinance (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication). Resolution 2002-101, assenting to the annexation of land to Roxbury Township (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication). Also, the petition filed as a prerequisite to the adoption of Resolution 2002-101 (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication). Petition cited in Ordinance 2002-16, adopted on November 14, 2002, annexing land from Roxbury Township (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3464	7592	82	2023-04-04					f	"Exhibits A and B to Ordinance 05-27, adopted on or about December 21, 2005, annexing land from the City of Clifton (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3465	7059	82	2023-04-04					f	"Any ordinances or resolutions with respect to annexation of territory or alteration of municipal boundaries adopted in 1969 or 1970 (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3466	7557	82	2023-04-05					f	"Any ordinances or resolutions adopted in 1980 or 1981 consenting to or effectuating the annexation of territory by the Borough of Pitman (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication). Also, any ordinances or resolutions adopted in 1980 or 1981 with respect Walton Park or other property that is stated within the document as being owned by or in the process of acquisition by the Borough of Pitman (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3467	7541	82	2023-04-05					f	"Ordinance adopted in late 2005 or early 2006 altering the boundary with the Borough of North Caldwell (including any attached schedules and other documents, such as property descriptions, maps, or proofs of publication)."		\N
3470	7306	82	2023-06-20					f	"The following three (3) ordinances of the Borough of Madison, all relating to annexation of territory: Ordinance 17 (1894); Ordinance 18 (1894); and Ordinance 23 (1897)."		\N
6231	7538	82	2023-06-22					f	"Any ordinances of the Borough of Upper Saddle River concerning annexation of territory adopted in May 1895."		\N
6244	2336	47	2023-07-10	E	1978	F	2001	f			\N
6251	5581	81	2023-09-21					f	"Any minute books for the years 1950 through 1975 of the Board of Supervisors or Board of Commissioners of Upper Gwynedd Township that are already digitized."		\N
6252	4586	81	2023-10-24					f	"1. Any ordinances, resolutions, agreements, decrees of Court, or edicts of other types concerning the municipal boundary between the Borough of Mapleton and Union Township from 2018 through the present. 2. In the event any of the documents under item 1 were filed in any county or court office, also any evidence of filing of said documents, such as filing stamps, document identifiers, receipts, or correspondence acknowledging receipt. 3. To the extent not included in the above, any correspondence concerning the municipal boundary between the Borough of Mapleton and Union Township from 2018 through the present exchanged between the Borough and either Union Township or any county or court office. 4. If not included in the above, the documentation located by the Code Enforcement Officer that constituted proof of the location of the municipal boundary between the Borough of Mapleton and Union Township as to certain impacted properties, which was cited in articles dated February 10, 2023, April 17, 2023, and May 12, 2023, in the Huntingdon Daily News."		\N
6253	5263	82	2023-11-01					f	"Any ordinances and agreements concerning the municipal boundary between the Borough of Shamokin Dam and Monroe Township adopted in 2023. Also, in the event any of the documents above were filed in any county or court office, any evidence of filing of said documents, such as filing stamps, document identifiers, receipts, or correspondence acknowledging receipt."		\N
