metesdescriptionid	metesdescriptiontype	metesdescriptionsource	metesdescriptionbeginningpoint	metesdescriptionstateplane	metesdescriptionlongitude	metesdescriptionlatitude	metesdescriptionangle	metesdescriptionquality	metesdescriptionnotes	metesdescriptionname	event	metesdescriptionacres
6393	shape	petition (filed with Court)	point an iron pipe in line dividing, the City of Easton and the Township of Williams, said point being a corner of the herein described tract and lands of Hiram Woodring and also, in line of lands of Samuel Kleinhans, et al	100007	-75.2120000	40.6742960	-9.9			Parcel 1	8495	5.01
6394	shape	petition (filed with Court)	iron pipe in line of land now or late of Hiram Woodring, said point being also a corner of lands of The Most Reverend Archbishop Prendergast	100007	-75.2117880	40.6727650	-9.8			Parcel 2	8495	1
6395	shape bounding	petition (filed with Court)	point in the City Line between the City of Easton and the Township of Forks, at which point is also the center line of U.S. Route #611 known as North Delaware Drive	100007	-75.1940453	40.7143726	0				7604	25
6396	shape	ordinance	POINT on the low water mark of the south shore of the Lehigh River at its intersection with the existing boundary line between the City of Easton and the Borough of Glendon)	100007	-75.2337205	40.6735362	0				9075	0
6397	line after	petition (docket)	point on Chartiers Creek at or near the house of Joseph Foulk	100007	0.0000000	0.0000000	0				2092	0
6398	line after	petition (docket)	point in Moon Run at the corner of lands of Thomas McFadden and lands of D. K. McMillen's heirs	100007	0.0000000	0.0000000	0				3618	0
6399	line after	report of commissioners, amended (paper book)	mouth of Porters Hollow at low water mark of the back channel of the Ohio river	100007	-80.0994090	40.4944030	2.1				4087	0
6400	shape	report of commissioners (docket)	mouth of Hodgens run where the west line of the Borough of Chartiers intersects Chartiers Creek	100007	-80.1000420	40.4031170	-0.55				2371	0
6401	line after	petition (docket)	mouth of Robinsons run	100007	0.0000000	0.0000000	0				1617	0
6402	shape	decree (docket)	[part of Scott Township bounded by the present line of Collier Township]	100007	0.0000000	0.0000000	0				2664	0
6403	shape	petition (recorded)	post	100007	-80.2040470	40.3924600	0				843	0
6404	shape	decree (revolutionary papers)		100007	0.0000000	0.0000000	0			Moon	15445	0
6405	shape	decree (revolutionary papers)		100007	0.0000000	0.0000000	0			Saint Clair	15445	0
6406	shape	decree (revolutionary papers)		100007	0.0000000	0.0000000	0			Mifflin	15445	0
6407	shape	decree (revolutionary papers)		100007	0.0000000	0.0000000	0			Elizabeth	15445	0
6408	shape	decree (revolutionary papers)		100007	0.0000000	0.0000000	0			Versailles	15445	0
6409	line after	act	river Ohio where the boundary line of the state crosses the said river	100007	0.0000000	0.0000000	0				47398	0
6410	shape	act	mouth of Flaherty's run, on the south side of the Ohio river	100007	0.0000000	0.0000000	0				15909	0
6411	shape	decree (revolutionary papers)	Mouth of Peters Creek	100007	0.0000000	0.0000000	0				15911	0
6412	shape	decree (docket)	West side of the Monongahela River, at the Mouth of Peters Creek	100007	0.0000000	0.0000000	0				15912	0
6413	line after	decree (docket)		100007	-79.9719715	40.3489884	0				345	0
6414	shape	act	[Todd's Island]	100007	0.0000000	0.0000000	0				22366	0
6415	shape	act	extreme point on the borough line at the head of Todd's Island	100007	0.0000000	0.0000000	0				22365	0
6416	shape	act	bank of the Allegheny at the mouth of Buffaloe creek, at a chesnut	100007	-79.6924853	40.6696922	0				427	0
6417	shape	ordinance	north corner of the herein described tract of land on the east bank of the Buffalo Creek where Freeport Borough corners on the Armstrong and Butler County Line	100007	-79.6925280	40.6843030	0				7605	67
6418	shape	ordinance	concrete monument on line of land of Oakridge Cemetery in South Buffalo Township, also being the boundary line between Freeport Borough and South Buffalo Township	100007	-79.6798900	40.6815900	-1				7804	200.75
6419	shape	decree (recorded)	sand stone corner	100007	-77.3082430	41.0249810	-4.65				2257	0
6420	shape	ordinance (newspaper)	iron pipe on the South side of State Highway Route No. 780 leading from the Borough of Loganton to Tylersville and which point of beginning is the Northeast corner of land now or late of Elmer Embick	100007	-77.3145060	41.0320170	-8.65				7063	0
6421	line after	petition (docket)	Allegheny and Perrysville Plank Road at the present line of Reserve Township	100007	0.0000000	0.0000000	0				1923	0
6424	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			1st - Frenchcreek	15953	0
6425	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			2nd - Sandycreek (Frenchcreek)	15953	0
6426	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			3rd - Irwin	15953	0
6427	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			4th - Scrubgrass	15953	0
6428	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			5th - Allegheny	15953	0
6429	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			6th - East Branch (Allegheny)	15953	0
6430	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			7th - Windrock (Allegheny)	15953	0
6431	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			8th - Cherrytree	15953	0
6432	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			9th - Plum (Cherrytree)	15953	0
6433	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			10th - Oil Creek (Sugarcreek)	15953	0
6434	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			11th - Sugarcreek	15953	0
6435	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			12th - Cranberry (Frenchcreek)	15953	0
6436	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			13th - Rockland (Richland)	15953	0
6437	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			14th - Richland	15953	0
6438	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			15th - Pinegrove (Frenchcreek)	15953	0
6439	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			16th - Elk (Richland)	15953	0
6440	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			17th - Beaver (Richland)	15953	0
6441	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			18th - Paint (Richland)	15953	0
6442	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			19th - Toby's Creek (Frenchcreek)	15953	0
6443	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			20th - Farmington (Frenchcreek)	15953	0
6444	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			21st (1) - Saratoga (Allegheny)	15953	0
6445	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			21st (2) - Tionesta (Allegheny)	15953	0
6446	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			22nd - Bear (Cambria)	15953	0
6447	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			23rd - Hickory (Cambria)	15953	0
6448	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			Warren County (1) - Conewango	15953	0
6449	shape	report of commissioners (docket)		100007	0.0000000	0.0000000	0			Warren County (2) - Brokenstraw	15953	0
6450	shape	act	post on the bank of the river Juniata	100007	-77.5805570	40.5960360	0.6				92	0
6451	shape	act	post on the bank of the river Juniata	100007	-77.5793340	40.5947230	-1				50390	0
6452	shape	ordinance (docket)	iron pin on the south side of Cedar Street (said iron pin being located North 62 deg. 41' East 173.10 feet from a concrete momment at the southeast corner of the intersection of Cedar Street and Eighth Street)	100007	-77.5639560	40.6247240	-3.4				7676	0
6453	shape	ordinance	iron pin on the East side of State Highway No. T-426 in corner of lands of Paul Mitchell	100007	-77.5609850	40.6274490	-8.3				7778	0.393
6454	shape	ordinance	iron pin in the east side of Pennsylvania Highway Route No. T-426 (said iron pin being an existing corner of the Borough of Burnham and being the southern corner of lands of Leon J. Olnick and Nancy J. Olnick, his wife, as more fully described and set forth in deed of record in the Office of the Recorder of Deeds in and for Mifflin County in Deed Book 167, Page 671, and described in the tax records of Mifflin County as Parcel No. 08-20-101)	100007	-77.5605430	40.6272200	-5.4				7882	0
6455	shape	ordinance	point in the center of an intersection of Orchard Grove Avenue and Pennsylvania Legislative Route No. 44037 (said point being an existing corner of the Borough of Burnham)	100007	-77.5595520	40.6267450	-3.4				8030	0
6456	shape	act	post on the towing path on the line of Samuel Drake's land	100007	-77.8297220	40.3945920	-0.9				672	0
6457	whole after	act	walnut stump at the Juniata river, adjoining lands of the heirs of George Van Zandt, in Wayne township, Mifflin county	100007	-77.8397440	40.3877130	-14.3				50391	0
6458	shape	act	stake in the Elmira road, near the south-east corner of the bridge across Sugar creek, near D. Dobbins' house	100007	-76.7804530	41.7895030	0				748	0
6459	shape	petition (docket)	point in the center of the west abutment of the Ulster bridge at the water edge	100007	-76.4975240	41.8424780	-10.85				6161	0
6460	shape	decree (docket)	Northeast corner of lands of Earl Sturdevant	100007	-76.7893481	41.7894153	0				7226	37.2
6461	shape	decree (docket)	South line of Troy Borough in the center of Canton Street	100007	0.0000000	0.0000000	0				7409	1.25
6462	line after	decree (docket)	point where the present boundary line intersects the West line of Elmira Street	100007	0.0000000	0.0000000	0				7115	0
6463	shape	decree (docket)	northern edge of Township Road No. 549, formerly, Township Road No. 519	100007	-76.8002700	41.7835170	-7.4				7951	12.2
6464	shape	report of commissioners (docket)	Black oak corner	100007	-76.3198660	41.2045910	-3.85				448	0
6465	shape	report of commissioners (docket)	northwest corner of the Certified Township of Bedford now Lehman	100007	-76.1170960	41.2872070	-3.75				642	0
6466	shape	report of commissioners (docket)	corner on the certified line of Bedford now Lehman and Dallas at the northwest corner of Lot numbered forty seven	100007	-76.0086440	41.3462160	-1.5				610	0
6467	shape	report of commissioners (docket)	South West corner of the certified Township of Northmoreland	100007	0.0000000	0.0000000	0				11720	0
6468	shape	petition (docket)	line of the City of Pittsburgh where the dividing line between Wilkins and Penn Townships cross the same	100007	-79.8899660	40.4618350	-0.3				2619	0
6469	line	petition (docket)	point in the centerline of old Frankstown Road and the center line of an existing bridge, and being a point common to the Township of Penn, Township of Plum, now the Borough of Plum, and the Borough of Monroeville, said point being the following courses and distances from the dividing line between the property now or fomerly United States Steel Corporation and property now or formerly Bessemer & Lake Erie Railroad Company; thence Northeasterly along the centerline of old Frankstown Road, North 84° 25' 30" East for a distance of 81.79 feet to a point of curve; thence continuing in the centerline of old Frankstown Road in an easterly direction by a curve to the right having a radius of 500 feet for an arc length of 128.10 feet to a point, said point being the place of beginning and also being the dividing line between the Township of Penn, Township of Plum, now the Borough of Plum, and the Borough of Monroeville	100007	-79.7799980	40.4611500	-1.85			Petition	7848	0
6470	line after	report of commissioners (docket)	where the Frankstown road crosses the division line of Wilkins Township and said Township	100007	0.0000000	0.0000000	0				900	0
6471	line after	report of commissioners (docket)	mouth of Wylie's Run on the Monongahela River	100007	-79.8762860	40.2815690	0			Youghiogheny [Lincoln]	1948	0
6472	shape	ordinance (filed with Court)	point on the present Borough line, said point being a corner of lands now or late of the Noah Smith Estate and being on the eastern boundary line of lands of John W. Hampton and Bernice M. Hampton, his wife	100007	-76.5797600	40.3076210	0				6745	0
6473	shape	ordinance (docket)	post located northwest of the railroad station, being the present corner of the Borough	100007	-78.3766920	40.0165600	-3.45			Southwest end	5688	0
6474	shape	ordinance (docket)	stone corner on the North side of Raystown Branch, Juniata River Bank, being the present Southeast corner of Everett Borough	100007	-78.3658110	40.0105320	-5.1			East end	5688	0
