sourcecitationid	source	sourcecitationdate	sourcecitationdatetype	sourcecitationdaterange	sourcecitationdaterangetype	sourcecitationvolume	sourcecitationpagefrom	sourcecitationpageto	sourcecitationurl	sourcecitationtypetitle	sourcecitationperson	sourcecitationgovernmentreferences	sourcecitationarchiveslotfilm	sourcecitationarchivecarton	sourcecitationstatus	sourcecitationissue	sourcecitationname
292908	889						80	80									4
292909	889						80	80									5
292910	889						80	80									6
292911	889						80	80									7
292912	889						80	80									8
292913	889						80	80									9
292914	889						80	80									10
292915	889						80	80									11
292916	889						80	80									12
292917	889						80	80									13
292918	889						80	80									14
292919	889						80	80									15
292920	889						80	80									16
292921	889						80	80									17
292922	889						80	80									18
292923	889						80	80									19
292924	889						80	80									20
292925	889						81	81									1
292926	889						81	81									2
292927	889						81	81									3
292928	889						81	81									4
292929	889						81	81									5
292930	889						82	82									1
292931	889						82	82									2
292932	889						82	82									3
292933	889						82	82									4
292934	889						82	82									5
292935	889						82	82									6
292936	889						82	82									7
292937	889						82	82									8
292938	889						82	82									9
292939	889						82	82									10
292940	889						82	82									11
292941	889						82	82									12
292942	889						82	82									13
292943	889						83	83									1
292944	889						83	83									2
292945	889						83	83									3
292946	889						83	83									4
292947	889						83	83									5
292948	889						83	83									6
292949	889						83	83									7
292950	889						83	83									8
292951	889						83	83									9
292952	889						83	83									10
292953	889						83	83									11
292954	889						83	83									12
292955	889						83	83									13
292956	889						84	84									1
292957	889						84	84									2
292958	889						84	84									3
292959	889						84	84									4
292960	889						84	84									5
292961	889						84	84									6
292962	889						84	84									7
292963	889						84	84									8
292964	889						84	84									9
292965	889						84	84									10
292966	889						84	84									11
292967	889						84	84									12
292968	889						84	84									13
292969	889						84	84									14
292970	889						84	84									15
292971	889						85	85									1
292972	889						85	85									2
292973	889						85	85									3
292974	889						85	85									4
292975	889						85	85									5
292976	889						85	85									6
292977	889						85	85									7
292978	889						85	85									8
292979	889						85	85									9
292980	889						86	86									1
292981	889						86	86									2
292982	889						86	86									3
292983	889						86	86									4
292984	889						86	86									5
292985	889						86	86									6
292986	889						86	86									7
292987	889						86	86									8
292988	889						86	86									9
292989	889						86	86									10
292990	889						86	86									11
292991	889						86	86									12
292992	889						86	86									13
292993	889						86	86									14
292994	889						86	86									15
292995	889						86	86									16
292996	889						86	86									17
292997	889						86	86									18
292998	889						86	86									19
292999	889						86	86									20
293000	889						86	86									21
293001	889						86	86									22
293002	889						86	86									23
293003	889						86	86									24
293004	889						86	86									25
293005	889						87	87									1
293006	889						87	87									2
293007	889						87	87									3
293008	889						87	87									4
293009	889						87	87									5
293010	889						87	87									6
293011	889						87	87									7
293012	889						87	87									8
293013	889						87	87									9
293014	889						87	87									10
293015	889						87	87									11
293016	889						87	87									12
293017	889						87	87									13
293018	889						87	87									14
293019	889						87	87									15
293020	889						87	87									16
293021	889						87	87									17
293022	889						87	87									18
293023	889						87	87									19
293024	889						87	87									20
293025	889						87	87									21
293026	889						87	87									22
293027	889						87	87									23
293028	889						87	87									24
293029	889						88	88									1
293030	889						88	88									2
293031	889						88	88									3
293032	889						88	88									4
293033	889						88	88									5
293034	889						88	88									6
293035	889						88	88									7
293036	889						88	88									8
