governmentsourceid	government	governmentsourcetype	governmentsourcebody	governmentsourcenumber	governmentsourceterm	governmentsourcetitle	governmentsourcepagefrom	governmentsourcepageto	governmentsourcedate	governmentsourcepreliminarydate	governmentsourceapproveddate	governmentsourceeffectivedate	governmentsourceapproved	governmentsourceeffectivenotes	governmentsourceadvertiseddate	source	governmentsourcevolume	sourcecitationvolumetype	governmentsourcevolumetype	sourcecitationvolume	sourcecitationpagefrom	sourcecitationpageto	governmentsourcename
5227	5796	Ordinance		196		Approving a joint agreement to merge the East Fork District of Potter County, Pennsylvania with the Township of Wharton, Potter County, Pennsylvania; providing to have the matter be decided by referendum; the question to be placed on the official ballot for the general election held November 4, 2003			2003-07-07				t			\N							
5228	5799	Ordinance				Annexing an adjacent section of Hickory Township, Mercer County, Pennsylvania, to the Borough of Wheatland, Mercer County, Pennsylvania			1918-11-01		1918-11-23		t			\N							1
5229	5799	Ordinance				To annex adjacent land now situate in Hickory Township, Mercer County, Pennsylvania			1952-06-07		1952-06-07		t			\N							2
5230	5800	Ordinance		88		Admitting and annexing a certain portion of land adjacent thereto, which is now situate in the Township of Mifflin, Allegheny County, Pennsylvania			1930-11-22		1930-11-22		t			\N							
5231	5800	Ordinance		98		Admitting and annexing a certain portion of land adjacent thereto, which is now situate in the Township of Mifflin, Allegheny County, Pennsylvania			1931-12-26		1931-12-26		t			\N							
5232	5808	Final Report	Charter Commission			[Recommending the adoption of a home rule charter for the Borough of Whitehall]			1974-02-04			1975-01-01	t			\N							
5233	5808	Ordinance		341		[Relocating the boundary line between the Borough of Baldwin and the Borough of Whitehall]			1961-04-19		1961-04-26		t			\N							
5234	5808	Ordinance		492					1972-06-21				t			\N							
5235	5809	Final Report	Charter Commission			[Recommending the adoption of a home rule charter for the "The Township of Whitehall"]			1974-05-~01			1976-01-05	t			\N							
5236	5811	Final Report	Charter Commission			[Recommending the adoption of a home rule charter for Whitemarsh Township]			1982-05-18			1983-01-03	t			\N							
5237	5814	Final Report	Charter Commission			[Recommending the adoption of a home rule charter for the City of Wilkes-Barre]			1974-09-02			1976-01-05	t			\N							1
5238	5814	Final Report	Charter Commission			[Recommending the adoption of an optional plan for the City of Wilkes-Barre]			1966-07-~01			1968-01-01	t			\N							2
5239	5814	Ordinance									1892-03-20		t			\N							1
5240	5814	Ordinance							1879-12-19		1880-01-06		f			\N							2
5241	5814	Ordinance							1898-07-13				t			\N							3
5242	5814	Ordinance		11	1965	Authorizing and directing the submission to the voters of the City of Wilkes-Barre in the municipal election of 1965, the question of the election of a 7-member charter commission for the purpose of considering a new charter for the City of Wilkes-Barre, and making recommendations thereon			1965-05-19				t			\N							
5243	5814	Ordinance		387		Taking, acquiring and appropriating for public park purposes the surface of the hereinafter described land, said land being situate in the Borough of Dorranceton, Luzerne County, Pennsylvania			1921-03-08				t			\N							
5244	5814	Ordinance		424		Annexing to the City of Wilkes-Barre, certain land in the Borough of Kingston, formerly Dorranceton and Township of Plymouth, acquired by the City of Wilkes-Barre for public park purposes			1922-04-11				t			\N							
5245	5814	Ordinance	Common	1	1909	Annexing to the City of Wilkes-Barre certain land in the Borough of Dorranceton, Luzerne County, Pennsylvania, acquired by the City of Wilkes-Barre for public park purposes			1909-06-02	1909-05-11	1909-06-11		t			\N							
5246	5814	Ordinance	Common	10	1908	Consenting to and approving the proposed annexation to the City of Wilkes-Barre, of a portion of the Township of Hanover			1908-09-08	1908-08-11	1908-09-10		t			\N							
5247	5814	Ordinance	Common	13	1908	Annexing to the City of Wilkes-Barre, certain land in the Borough of Parsons and the Township of Plains, acquired by the City of Wilkes-Barre for public park purposes			1908-11-24	1908-11-10	1908-11-28		t			\N							
5248	5814	Ordinance	Common	6	1907	Annexing to the City of Wilkes-Barre, certain land in the Borough of Parsons and the Township of Plains, acquired by the City of Wilkes-Barre for public park purposes			1907-11-26	1907-11-12	1907-11-29		t			\N							
5249	5814	Ordinance	Select	17	1911	Consenting to and approving the proposed annexation to the City of Wilkes-Barre of the Borough of Dorranceton in the County of Luzerne			1912-03-07	1912-02-27	1912-03-12		t			\N							
5250	5815	Final Report	Charter Commission			[Recommending the adoption of a home rule charter for the "Township of Wilkes-Barre"]			1973-11-19			1976-01-05	t			\N							
5251	5817	Ordinance		117		Providing for the annexation to the Borough of Wilkinsburg of certain territory heretofore within the limits of Braddock and Wilkins Township	465	467	1902-10-13		1902-10-14		t			\N							
5252	5817	Ordinance		12		Providing for the annexatio[n] to the Borough of Wilkinsburg of certain territory, here[in]before within the limits of Sterritt Township	188	190	1895-05-15				t			\N							
5253	5817	Ordinance		123		Providing for the annexation to the Borough of Wilkinsburg of certain territory heretofore within the limits of Braddock and Wilkinsburg Townships	472	474	1903-02-09		1903-02-12		t			\N							
5254	5817	Ordinance		1277		Providing for the approval of petition for the annexation to the Borough of Wilkinsburg of a portion of Braddock Township, consisting of 93.57 acres, contiguous to the southeasterly line thereof	136	139	1940-12-30		1941-01-13		f			\N							
5255	5817	Ordinance		1299		Providing or a just and proper adjustment and apportionment of the assets and liabilities of the Township of Braddock from which a part is annexed to the Borough of Wilkinsburg by order of Court of the Court of Quarter Sessions of Allegheny County, Pennsylvania, dated April 23, 1941, at No. 9 February Sessions, 1941.	181	182	1943-02-17		1943-02-19		t			\N							
5256	5817	Ordinance		1767		Amending Article VI of Ordinance No. 1656, the Zoning Ordinance, by creating and adding thereto a new district to be known as the Planned Community Residential District (R-P), designating permitted uses thereunder, area and height regulations and special regulations pertaining to the same, and amending Article III of said ordinance by changing the zoning district classification of certain property situate in the Second Ward of the Borough of Wilkinsburg herein described, lying generally between the southerly line of Penn Avenue and the northerly line of the Penn Lincoln Parkway from Low Density Residential (R-A) to Planned Community Residential (R-P)			1967-11-27		1967-12-11		t			\N							
5257	5817	Ordinance		193		Providing for the annexation to the Borough of Wilkinsburg of certain lots and out lots of the section of land thereinbefore within the limits of Sterrett and Wilkins Townships, Allegheny County, Pennsylvania, adjacent to said Borough	549	552	1904-12-12		1904-12-15		t			\N							
5258	5817	Ordinance		279		Providing for the annexation to the Borough of Wilkinsburg of certain lots and outlots of the section of land thereinbefore within the limits of Braddock Township, Allegheny County, Pennsylvania, adjacent to said Borough	688	690	1907-11-25		1907-11-26		t			\N							
5259	5817	Ordinance		418		Changing a portion of the dividing line between the Boroughs of Edgewood and Wilkinsburg, along Morris Street in the Borough of Wilkinsburg	81	82	1912-09-09		1912-09-10		t			\N							
5260	5817	Ordinance		516		Admitting into the Borough of Wilkinsburg a certain portion of land adjacent thereto, which is now in the Township of Wilkins	242	244	1915-09-13		1915-09-14		t			\N							
5261	5817	Ordinance		541		Admitting into the Borough of Wilkinsburg a certain portion or tract of land adjacent thereto which is now situated in the Township of Braddock	280	281	1916-05-22		1916-06-12		t			\N							
5262	5817	Ordinance		695		Annexing certain property of John G. Black, heretofore situate in the Township of Wilkins, County of Allegheny, and State of Pennsylvania, to the Borough of Wilkinsburg in said County and State	58	59	1920-10-25		1920-10-26		t			\N							
5263	5817	Ordinance		903		Annexing a portion of Penn Township, Allegheny County, Pennsylvania to the Borough of Wilkinsburg in said County and State	433	435	1925-07-13		1925-07-14		t			\N							
5264	5820	Ordinance		103		Providing for the annexation of portions of Woodbury Township immediately adjacent to and south of the Borough of Williamsburg to the said borough	5	6	1923-04-02		1923-04-02		t			\N							
5265	5820	Ordinance		105		Providing for the annexation of portion of Woodbury Township immediately adjacent to and south of the Borough of Williamsburg  to the said borough	9	10	1923-08-06		1923-08-06		t			\N							
5266	5820	Ordinance		122		Annexing to the Borough of Williamsburg a parcel of property owned by Margaret E. Robeson, in Catharine Township, Blair County, adjoining and northeast of the Borough of Williamsburg	41	41	1935-03-04		1935-03-04		t			\N							
5267	5820	Ordinance		142		Annexing to the Borough of Williamsburg, Blair County, Pennsylvania, a section of Woodbury Township, Blair County, Penna., adjacent to and southwest of the said borough	35	36	1943-01-04		1943-01-04		t			\N							
5268	5820	Ordinance		159		Annexing to the Borough of Williamsburg, a section of Woodbury Township, Pennsylvania, adjacent to and southwest of said borough, known as Patterson Heights, and herein described	62	62			1949-01-17		t			\N							
5269	5820	Ordinance		244		Providing for the annexation of land in Woodbury Township, Blair County, Pennsylvania, adjacent to the Borough			1967-02-26		1967-02-28		t			\N							
5270	5820	Ordinance		46		Providing for the annexation of portions of Woodbury Township, lying immediately northwest and southwest of the Borough of Williamsburg, Blair County, Pennsylvania, and adjacent thereto, known as the Bottenfield extension to said borough and the Fay Saw Mill lots, respectively	105	108	1905-08-12		1905-08-12		t			\N							
