eventid	eventtype	eventmethod	eventlong	eventfrom	eventto	eventgranted	eventeffective	eventeffectivetypestatutory	eventeffectivetypepresumedsource	eventisrelevant	eventeffectiveorder	eventismapped	eventismappedtype	government
55351	117	7	Government Name: Salsburg, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54339
55352	117	7	Government Name: Salsbury, Township of (Lehigh, alternate) (PA)	0	0	government		\N	\N		0	f		54340
55353	117	7	Government Name: Sargeant, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54341
55354	117	7	Government Name: Schellburg, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54342
55355	117	7	Government Name: Selin's Grove, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54343
55356	117	7	Government Name: Shellburg, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54344
55357	117	7	Government Name: Shippensville, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54345
55358	117	7	Government Name: Slipperyrock, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54346
55359	117	7	Government Name: Slipperyrock, Township of (Lawrence, alternate) (PA)	0	0	government		\N	\N		0	f		54347
55360	117	7	Government Name: Slipperyrock, Township of (Butler, alternate) (PA)	0	0	government		\N	\N		0	f		54348
55361	117	7	Government Name: Snake Spring Valley, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54349
55362	117	7	Government Name: Snakespring, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54350
55363	117	7	Government Name: Snakespring Valley, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54351
55364	117	7	Government Name: Somerhill, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54352
55365	117	7	Government Name: South West, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54353
55366	117	7	Government Name: Springarden, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54354
55367	117	7	Government Name: Starucca, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54355
55368	117	7	Government Name: Stony Creek, Township of (Somerset, alternate) (PA)	0	0	government		\N	\N		0	f		54356
55369	117	7	Government Name: Stoyestown, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54357
55370	117	7	Government Name: Strabane, Township of (Adams, alternate) (PA)	0	0	government		\N	\N		0	f		54358
55371	117	7	Government Name: Strattonville, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54359
55372	117	7	Government Name: Sugar Creek, Township of (Armstrong, alternate) (PA)	0	0	government		\N	\N		0	f		54361
55373	117	7	Government Name: Sugar Loaf, Township of (Luzerne, alternate) (PA)	0	0	government		\N	\N		0	f		54362
55374	117	7	Government Name: Sugar Loaf, Township of (Columbia, alternate) (PA)	0	0	government		\N	\N		0	f		54363
55375	117	7	Government Name: Susquehanna, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54364
55376	117	7	Government Name: Suterville, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54365
55377	117	7	Government Name: Thomson, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54366
55378	117	7	Government Name: Thomson, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54367
55379	117	7	Government Name: Tod, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54368
55380	117	7	Government Name: Tompsonville, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54369
55381	117	7	Government Name: Towamensing, Township of (Montgomery, alternate) (PA)	0	0	government		\N	\N		0	f		54370
55382	117	7	Government Name: Turbut, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54371
55383	117	7	Government Name: Turbutville, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54372
55384	117	7	Government Name: Upper Mahantango, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54373
55385	117	7	Government Name: Upper Uwchland, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54374
55386	117	7	Government Name: Uwchland, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54376
55387	117	7	Government Name: Warrior's Mark, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54377
55388	117	7	Government Name: Warriorsmark, Township of (Huntingdon, alternate) (PA)	0	0	government		\N	\N		0	f		54378
55389	117	7	Government Name: Weisenburg, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54379
55390	117	7	Government Name: Weissenburg, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54380
55391	117	7	Government Name: Whitepain, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54381
55392	117	7	Government Name: Whitepaine, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54382
55393	117	7	Government Name: Yates, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54383
55394	117	7	Government Name: Os-burn, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54384
55395	117	7	Government Name: Osborn, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54385
55396	117	7	Government Name: Osborne, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54386
55397	117	7	Government Name: Osburn, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54387
55398	117	7	Government Name: Sugar Creek, Township of (Venango, alternate) (PA)	0	0	government		\N	\N		0	f		54388
55399	117	7	Government Name: Union, Borough of (Fayette, alternate) (PA)	0	0	government		\N	\N		0	f		54389
55400	117	7	Government Name: Stowe Creek, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54391
55401	117	7	Government Name: Stoe Creek, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54392
55402	117	7	Government Name: Lower Alloway Creek, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54393
55403	117	7	Government Name: Plumstead, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54394
55404	117	7	Government Name: Oldman, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54395
55405	117	7	Government Name: Cranberry, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54396
55406	117	7	Government Name: Bernard, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54397
55407	117	7	Government Name: Pequannoc, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54398
55408	117	7	Government Name: Pequannac, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54399
55409	117	7	Government Name: Pequanac, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54400
55410	117	7	Government Name: Maple Wood, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54401
55411	117	7	Government Name: Allamuche, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54402
55412	117	7	Government Name: Sandiston, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54403
55413	117	7	Government Name: Sandis, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54404
55414	117	7	Government Name: Hardistonville, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54405
55415	117	7	Government Name: Hardiston, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54406
55416	117	7	Government Name: Glocester, County of (alternate) (NJ)	0	0	government		\N	\N		0	f		54407
55417	117	7	Government Name: Bayhead, Borough of (alternate) (NJ)	0	0	government		\N	\N		0	f		54408
55418	117	7	Government Name: Bergenfields, Borough of (alternate) (NJ)	0	0	government		\N	\N		0	f		54409
55419	117	7	Government Name: Bergen Fields, Borough of (alternate) (NJ)	0	0	government		\N	\N		0	f		54410
55420	117	7	Government Name: Franklin Furnace, Borough of (alternate) (NJ)	0	0	government		\N	\N		0	f		54411
55421	117	7	Government Name: Key Port, Borough of (alternate) (NJ)	0	0	government		\N	\N		0	f		54412
55422	117	7	Government Name: Redbank, Borough of (alternate) (NJ)	0	0	government		\N	\N		0	f		54413
55423	117	7	Government Name: Seagirt, Borough of (alternate) (NJ)	0	0	government		\N	\N		0	f		54414
55424	117	7	Government Name: South Boundbrook, Borough of (alternate) (NJ)	0	0	government		\N	\N		0	f		54415
55425	117	7	Government Name: Palisade, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54416
55428	117	7	Government Name: North Wales, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		49006
55430	117	7	Government Name: Royers Ford, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54200
55431	117	7	Government Name: Bealsville, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54202
55432	117	7	Government Name: Beaver Meadow, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54203
55433	117	7	Government Name: Centreport, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54204
55434	117	7	Government Name: Chest Spring, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54205
55435	117	7	Government Name: Chesterhill, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54206
55436	117	7	Government Name: Curwinsville, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54207
55437	117	7	Government Name: Eagles-Mere, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54208
55438	117	7	Government Name: Evansburgh, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54209
55439	117	7	Government Name: Goldsborough, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54210
55440	117	7	Government Name: Gouldsborough, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54211
55441	117	7	Government Name: Lock-Haven, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54213
55442	117	7	Government Name: M'Connellsburgh, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54214
55443	117	7	Government Name: Manns' Choice, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54215
55444	117	7	Government Name: Mannschoice, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54216
55445	117	7	Government Name: Phillipsburgh, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54217
55446	117	7	Government Name: Pittsburg, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54218
55447	117	7	Government Name: Pittsburg, City of (alternate) (PA)	0	0	government		\N	\N		0	f		54219
55448	117	7	Government Name: Pittsburg, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54220
55449	117	7	Government Name: Rimersburgh, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54221
55450	117	7	Government Name: Saint Mary's, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54222
55451	117	7	Government Name: Saxonburgh, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54223
55452	117	7	Government Name: Sharpsburgh, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54224
55453	117	7	Government Name: South Pittsburg, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54225
55454	117	7	Government Name: Spartansburgh, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54226
55455	117	7	Government Name: Wilkesbarre, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54227
55456	117	7	Government Name: Wilkesbarre, City of (alternate) (PA)	0	0	government		\N	\N		0	f		54228
55457	117	7	Government Name: Wilkesbarre, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54229
55458	117	7	Government Name: Broad Top, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54242
55459	117	7	Government Name: Broadtop, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54243
55460	117	7	Government Name: Clifton, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54256
55461	117	7	Government Name: Sudbury, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54360
55462	117	7	Government Name: Stowe Creek, Precinct of (alternate) (NJ)	0	0	government		\N	\N		0	f		54417
55463	117	7	Government Name: Stoe Creek, Precinct of (alternate) (NJ)	0	0	government		\N	\N		0	f		54418
55464	117	7	Government Name: Sandiston, Precinct of (alternate) (NJ)	0	0	government		\N	\N		0	f		54419
55465	117	7	Government Name: Sandis, Precinct of (alternate) (NJ)	0	0	government		\N	\N		0	f		54420
55466	117	7	Government Name: Hardistonville, Precinct of (alternate) (NJ)	0	0	government		\N	\N		0	f		54421
55467	117	7	Government Name: Hardiston, Precinct of (alternate) (NJ)	0	0	government		\N	\N		0	f		54422
55468	117	7	Government Name: South Boundbrook, Town of (alternate) (NJ)	0	0	government		\N	\N		0	f		54423
55469	117	7	Government Name: Redbank, Town of (alternate) (NJ)	0	0	government		\N	\N		0	f		54424
55470	117	7	Government Name: Key Port, Town of (alternate) (NJ)	0	0	government		\N	\N		0	f		54425
55484	117	7	Government Name: Perkiomen and Skippack, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54552
55485	117	7	Government Name: Perkiomen, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54553
55486	117	7	Government Name: Skippack, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54554
55487	117	7	Government Name: Bebber's, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54555
55488	117	7	Government Name: Lower Hanover, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54556
55489	117	7	Government Name: Duke Center, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54562
55490	117	7	Government Name: Baldeagle, Township of (Clinton, alternate) (PA)	0	0	government		\N	\N		0	f		54563
55491	117	7	Government Name: Martinsburgh, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54581
55492	117	7	Government Name: South Butler, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54583
55494	117	7	Government Name: Lower Smithfield, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54629
55495	117	7	Government Name: Paxtang, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54637
55496	117	7	Government Name: Peshtank, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54639
55497	117	7	Government Name: Conestogoe, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54640
55498	117	7	Government Name: Martock, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54641
55499	117	7	Government Name: Caernarven, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54642
55500	117	7	Government Name: Salsbury, Township of (Lancaster, alternate) (PA)	0	0	government		\N	\N		0	f		54643
55501	117	7	Government Name: Upper Paxtang, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54644
55502	117	7	Government Name: Lower Paxtang, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54645
55503	117	7	Government Name: Salt Lick, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54646
55504	117	7	Government Name: East Brunswig, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54648
55505	117	7	Government Name: West Brunswig, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54649
55506	117	7	Government Name: Beaver Dam, Township of (Snyder, alternate) (PA)	0	0	government		\N	\N		0	f		54653
55507	117	7	Government Name: Ear, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54655
55508	117	7	Government Name: Fanet, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54656
55509	117	7	Government Name: Lac, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54657
55510	117	7	Government Name: Honeybrook, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54658
55511	117	7	Government Name: Kennet, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54660
55512	117	7	Government Name: Millsborough, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		54664
55513	117	7	Government Name: Pennsborough, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54665
55514	117	7	Government Name: East Pennsborough, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54666
55515	117	7	Government Name: West Pennsborough, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		54669
55516	117	7	Government Name: Sea Side Park, Borough of (alternate) (NJ)	0	0	government		\N	\N		0	f		54671
55517	117	7	Government Name: Egg Harbour, Township of (alternate) (NJ)	0	0	government		\N	\N		0	f		54673
55520	117	7	Government Name: West Conestoga, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		129839
55521	117	7	Government Name: East Conestoga, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		129840
55522	117	7	Government Name: Edenboro, Borough of (alternate) (PA)	0	0	government		\N	\N		0	f		129846
55530	117	7	Government Name: Aire, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		129847
55531	117	7	Government Name: Air, Township of (alternate) (PA)	0	0	government		\N	\N		0	f		129848
55532	4	5	Allenport Borough-Long Branch Borough Proposed 1962 Boundary Realignment	1962	1962	unknown		\N	\N		0	f		\N
55534	89	3	Camptown Independent School District Proposed 1916 Creation	1916	1916	unknown		\N	\N		0	f		\N
55535	89	3	Stevensville Independent School District Proposed 1925 Creation	1925	1925	unknown		\N	\N		0	f		\N
55536	89	3	Swamp Independent School District 1873 Creation	1872	1873	yes	1873-06-02	\N	206		0	f		\N
55537	90	3	Sumneytown Independent School District 1957 Dissolution	1957	1957	yes	1957-07-01	\N	208		0	f		\N
55538	89	3	Line Lexington Independent School District 1912 Creation	1911	1912	yes	1912-07-01	\N	208		0	t		\N
55539	89	3	Fagleysville Independent School District 1912 Creation	1911	1912	yes	1912-07-01	\N	208		0	f		\N
55540	89	3	Swamp Independent School District 1912 Creation	1911	1912	yes	1912-07-01	\N	208		0	f		\N
55541	89	3	Sumneytown Independent School District 1912 Creation	1911	1912	yes	1912-07-01	\N	208		0	f		\N
55542	89	3	Seward Independent School District 1913 Creation	1912	1913	yes	1913-07-07	\N	208		0	f		\N
55543	89	3	Concord Independent School District Proposed 1912 Creation	1912	1912	no		\N	\N		0	f		\N
55544	9	7	Wilkinsburg Borough-Pittsburgh City Proposed 2022 Merger	2022	2022	pending		\N	\N		0	t		\N
55545	24	7	Wilkinsburg Borough Proposed 2022 Home Rule	2022	2022	pending		\N	\N		0	f		\N
55546	24	7	Aliquippa City Proposed 2022 Home Rule	2022	2022	pending		\N	\N		0	f		\N
55547	90	3	Safe Harbor Iron Works Independent School District Proposed 1904 Dissolution	1904	1904	unknown		\N	\N		0	f		\N
55548	90	3	Camargo Independent School District 1860 Dissolution	1860	1860	yes	1860-06-21	\N	34		0	f		\N
55549	90	3	New Milltown Independent School District Proposed 1856 Dissolution	1856	1856	no		\N	\N		0	f		\N
55550	90	3	Lititz Independent School District 1890 Dissolution	1889	1890	yes	1890-06-02	\N	206		0	f		\N
55551	90	3	Safe Harbor Iron Works Independent School District Proposed 1897 Dissolution	1897	1897	unknown		\N	\N		0	f		\N
55552	89	3	New Milltown Independent School District 1912 Creation	1911	1912	yes	1912-07-01	\N	208		0	f		\N
55553	89	3	Lincoln Independent School District 1912 Creation	1912	1912	yes	1912-07-01	\N	208		0	f		\N
55554	89	3	Ephrata Township Proposed 1929 Independent School District	1929	1930	no		\N	\N		0	f		\N
55555	91	3	Squire Hill Independent School District 1989 Creation	1983	1989	yes		\N	\N		0	f		\N
55556	91	3	Southern Rapho Independent School District Proposed 1983 Creation	1983	1985	unknown		\N	\N		0	f		\N
55557	91	3	Southern Rapho Independent School District Proposed 1975 Creation	1975	1975	unknown		\N	\N		0	f		\N
55558	90	3	Sewickley Township 8 Independent School District 1858 Dissolution	1857	1858	yes	1858-11-10	\N	209		0	f		\N
