filingid	filingtype	filingspecific	filingnotpresent	filingdate	filingfiled	filingother	filingothertype	filingnotes	adjudication
16117	8			1835-12-23					9589
16118	35			1835-05-30					9589
16119	34			1897-10-19					9634
16120	58								9524
16121	8			1859-03-02					9524
16122	27			1859-05-25		1859-08-01	First Election		9524
16123	58			1880-09-27					9526
16124	53			1880-09-27					9526
16125	8			1880-09-28					9526
16126	26			1880-09-28					9526
16127	27			1880-12-22		1881-02-15	First Election		9526
16128	58								7902
16129	8			1872-12-19					7902
16130	26			1872-12-19					7902
16131	27			1873-02-26		1873-03-28	First Election		7902
16132	58								7901
16133	8			1865-06-28					7901
16134	27			1865-09-26					7901
16136	27			1909-05-21		1909-06-29	First Election		6922
16137	34			1880-05-07					8937
16138	26			1881-09-14					8940
16139	34			1881-12-05				per copy filed with state	8940
16140	34			1876-06-05					9007
16141	34			1878-06-12					9008
16142	34			1873-03-13					8921
16143	34			1868-03-10					8918
16144	34			1803-11-~01					8872
16145	27			1858-09-18					9747
16147	58			1858-02-16					9747
16148	27			1848-05-18		1838-02-15	Effective		9720
16150	23			1838-02-15					9720
16151	58				1837-05-16				9720
16152	27			1853-09-23		1853-10-18	First Election		9730
16153	27			1860-09-25		1861-03-15	First Election		9316
16154	58				1894-02-05				4569
16155	8				1894-02-07				4569
16156	27			1895-03-06		1895-04-02	First Election		4569
16157	27			1891-05-04					4562
16158	110				1891-05-25				4562
16159	78	judgment of non pros			1892-04-14				4562
16160	23			1892-04-14		1892-05-03	First Election		4562
16161	38			1959-08-21		1959-11-03	Next Election		5238
16162	38			1959-08-21		1959-11-03	Next Election		5239
16163	27			1879-11-10		1880-02-17	First Election		1231
16164	27			1864-02-23					1217
16165	23			1864-05-24		1864-06-18	Election		1217
16166	23			1864-08-16		1864-08-20	First Election		1217
16167	32				1898-09-20				3212
16168	57				1898-08-04				3212
16169	34			1899-05-15	1899-05-15				3212
16170	58				1885-09-12				8410
16171	53			1885-09-12					8410
16172	32				1885-09-30				8410
16173	44	exceptions dismissed			1885-12-07				8410
16174	8				1885-12-10				8410
16175	35			1886-01-13					8410
16176	58								3297
16177	91			1858-09-13					3297
16178	34			1858-11-04					3297
16179	58								3298
16180	49	held under advisement		1858-12-06					3298
16181	34			1859-01-18					3298
16182	27			1890-11-11		1890-12-06	First Election		3190
16183	27			1890-12-02		1891-02-17	First Election		3191
16184	20	bill in equity			1912-04-19				589
16185	49	demurrer overruled and Defendant is required to answer bill within 20 days		1912-06-03					589
16186	49	for judgment entered, pro confesso, for want of answer			1912-07-12				589
16187	107	of bill			1913-02-17				589
16188	55	to take steps to preserve and secure the map and report of commissioners made March 26, 1853, of Norristown		1876-11-10					8609
16189	49	road to be opened agreeable to the report of commissioners		1857-03-19					8572
16190	82				1853-10-18				8568
16191	58				1927-11-16				8483
16192	82				1928-02-06				8483
16193	34			1929-07-09					8483
16194	29			1967-03-13		1967-05-16	Next Election		11054
16195	29			1969-05-02		1969-05-20	Next Election		1073
16196	29			1963-10-28		1963-11-05	Next Election		11048
16197	27			1862-06-07		1862-06-27	First Election		9891
16198	27			1866-02-14					2433
16199	30				1866-~01-~01	1866-06-23	First Election		2433
16202	8			1873-06-11					3382
16203	27			1873-10-27	1873-10-27	1873-11-22	First Election	date taken from disincorporation	3382
16204	27			1890-09-02		1890-10-06	First Election		4366
16206	27			1854-10-12		1854-11-18	First Election		2339
16207	27			1912-09-17					2236
16208	23			1912-09-19		1912-10-12	First Election		2236
16209	23			1898-10-05		1898-11-08	First Election		2048
16210	27			1922-04-24		1922-06-10	First Election		2071
16212	23			1867-12-02		1867-12-18	First Election		2117
16214	35			1878-03-07					2135
16216	27			1900-09-04		1900-10-13	First Election		2051
16217	27			1905-01-24	1905-01-26	1905-02-21	First Election		2058
16218	27			1870-12-05		1870-12-24	First Election		2121
16220	27			1866-06-06		1866-06-23	First Election		2112
16223	27			1910-12-05		1911-02-21	First Election		2232
16226	36					1842-03-18	First Election		2006
16227	27			1840-12-16					2003
16229	27			1881-03-23		1881-04-05	First Election		9994
16230	110				1882-03-17				9994
16231	78				1882-10-16				9994
16232	34			1875-11-13					6341
16233	34			1873-12-15					6337
16234	30				1976-05-27	1976-04-27	Election		996
16235	30				1974-08-01	1974-05-21	Election		983
16236	30				1976-11-17	1976-11-02	Election		997
16237	30				1973-01-09	1972-11-07	Election		969
16238	30				1975-12-18	1975-11-04	Election		995
16239	30				1973-01-09	1972-11-07	Election		970
16240	30				1974-08-01	1974-05-21	Election		985
16241	30				1980-12-08	1980-11-04	Election		1001
16242	30				1982-06-07	1982-05-18	Election		1002
16243	21	from Samuel H. High, Jr., Esquire, to Montgomery County Election Board, enclosing order of March 4, 1975, directing that home rule question be placed on ballot on November 4, 1975		1975-08-27					995
16244	35			1896-04-04					1476
16245	67				2016-11-28				1157
16246	26			1975-01-10					1185
16247	34	election of November 5, 1974, declared null and void; report of May 1, 1974, re-certified to the Board of Elections to cause the question to be added to the ballot on November 4, 1975; Section 604 of proposed charter amended to correct effective date to Monday, January 5, 1976		1975-03-04					1185
16248	58								4479
16249	8			1848-12-20					4479
16250	50			1848-12-20					4479
16251	27			1849-02-16					4479
16252	36	pursuant to Act of Assembly				1849-04-28	First Election		4479
16253	20				2016-11-30				1
16254	2				1971-07-08				14
16255	37			1971-06-04					14
16256	45	appeal quashed			1971-04-15				10
16257	37			1970-11-13					267
16258	44	affirmed			1970-12-10				269
16259	37			1970-11-10					269
16260	37			1970-11-13					265
16261	44				1970-12-10				265
16262	37			1971-01-22					11
16263	84				1971-07-12				11
16264	37			1971-02-18					10
16265	2				1971-07-30				15
16266	37			1971-06-02					15
16267	2				1971-07-30				6
16268	37			1971-03-01					6
16269	37			1971-09-07					16
16270	87				1971-12-16				18
16271	37			1971-11-03					18
16272	2				1971-12-29				17
16273	37			1971-10-08					17
16274	45	motion to quash dismissed			1972-03-29				12
16275	45	motion to quash dismissed			1972-03-29				13
16276	37			1972-03-08					13
16277	37			1972-03-08					12
16278	37			1972-03-07					19
16279	37			1972-06-06					89
16280	2				1972-08-16				89
16281	2				1972-12-11				24
16282	37			1972-11-03					24
16283	87				1972-12-20				12
16284	87				1972-12-20				13
16285	37			1972-10-30					13
16286	37			1972-10-30					12
16287	84				1973-05-18				27
16288	37			1973-04-03					27
16289	87				1973-04-17				25
16290	87				1973-04-17				26
16291	37			1973-03-05					26
16292	37			1973-03-05					25
16293	84				1973-09-26				23
16294	37			1973-02-05					23
16295	84				1973-12-13				28
16296	37			1973-11-09					28
16297	2				1974-03-08				30
16298	37			1973-11-09					30
16299	2				1974-07-31				29
16300	37			1974-05-07					29
16301	2				1975-06-30				33
16302	37			1975-06-02					33
16303	37			1975-09-11					34
16304	87				1975-12-30				32
16305	37			1975-10-27					32
16306	2				1976-06-18				35
16307	37			1976-05-05					35
16308	84				1976-06-18				36
16309	37			1976-05-05					36
16310	87				1977-12-27				37
16311	37			1977-06-08					37
16312	87				1979-07-24				39
16313	87				1979-07-24				40
16314	37			1979-04-04					40
16315	37			1979-04-04					39
16316	87				1980-09-24				41
16317	37			1980-06-02					41
16318	2				1980-11-17				43
16319	2				1980-11-17				44
16320	37			1980-10-10					44
16321	37			1980-10-10					43
16322	37			1983-02-28					46
16323	37			1984-12-10					47
16324	2				1985-02-21				49
16325	37			1984-12-10					49
16326	2				1985-04-09				48
16327	37			1985-03-11					48
16328	2				1985-12-17				50
16329	37			1985-10-11					50
16330	103				1987-09-18				51
16331	37			1986-09-12					51
16332	2				1989-01-27				52
16333	37			1988-10-04					52
16334	2				1989-05-05				56
16335	37			1989-03-06					56
16336	2				1989-07-17				53
16337	2				1989-07-17				54
16338	2				1989-07-17				55
16339	37			1989-03-07					55
16340	37			1989-03-07					54
16341	37			1989-03-07					53
16342	84				1989-12-15				57
16343	37			1989-09-15					57
16344	2				1992-09-24				58
16345	37			1992-06-18					58
16346	100				1993-08-10				61
16347	37			1993-06-17					61
16348	2				1994-07-13				64
16349	37			1994-05-12					64
16350	84				1994-07-13				62
16351	37			1993-12-17					62
16352	84				1994-07-13				63
16353	37			1993-12-17					63
16354	2				1994-07-22				60
16355	37			1994-04-13					60
16356	8			1884-08-25					10860
16357	35			1884-08-25					10860
16358	35			1890-09-15					10879
16359	91	why decree of March 4, 1885, should not be annulled			1885-04-07				2146
16360	44	rule absolute			1886-05-26				2146
16361	34			1849-12-18					5246
16362	34			1892-04-20					2490
16363	34			1851-09-23					5642
16364	58				1860-01-17				8024
16365	8			1860-01-~01					8024
16366	58								3561
16367	8			1862-09-02					3561
16368	35			1862-12-01					3561
16369	58				1985-06-19				712
16370	55			1985-06-19					712
16371	65				1985-12-13				712
16372	82				1986-05-27				712
16373	34			1986-06-02					712
16374	77				1898-08-19				3638
16375	32				1897-12-06				3638
16376	34			1898-01-05		1898-02-15	Election		3638
16377	109				1898-01-26				3638
16378	63				1898-01-26				3638
16379	49	declining to issue supersedeas		1898-01-26					3638
16380	63				1898-02-15				169
16381	91	why an order for supersedeas should not be made		1898-02-15		1898-03-~01	Returnable		169
16382	49	supersedeas refused, rule discharged (per news article)		1898-03-~01					169
16383	27			1912-02-28		1912-04-13	First Election		9520
16384	27			1853-08-22					9437
16385	27			1913-01-25		1913-03-15	First Election		9331
16386	34			1857-12-18					3556
16387	34			1852-01-08					3544
16388	34			1874-06-11					3568
16389	34			1876-05-18					3572
16390	65				1868-09-14				614
16391	35			1868-09-14					614
16392	89				2017-02-22				443
16393	82				1853-09-15				3545
16394	30					1858-04-19	First Election		3553
16395	30					1858-05-10	First Election		3554
16396	27			1858-07-16					3558
16397	34			1889-04-16		1857-03-09	Effective		3604
16398	32				1898-04-02				3639
16399	34			1898-12-05					3639
16400	60			1899-01-02					3639
16401	25	21st Ward		1899-01-02		1899-02-21	Election		3639
16402	32				1901-04-03				3647
16403	34			1901-09-04					3647
16404	60				1901-09-05				3647
16405	34			1901-09-04					3646
16406	58				1891-12-24				9493
16407	35			1892-01-26	1892-02-08				9493
16408	58				1895-01-22				9503
16409	35			1895-03-04					9503
16410	34			1855-11-19					2427
16411	35			1873-02-13					2442
16412	23			1866-02-14		1866-03-16	First Election		2432
16413	27			1871-02-22					2437
16414	23			1871-03-10		1871-03-25	First Election		2437
16415	27			1867-09-06					2434
16416	23			1867-09-06		1867-11-05	First Election		2434
16417	27			1868-06-23		1868-07-14	First Election		2435
16418	22	incorporating the Borough of New Bridgeport		1877-09-22					2454
16419	64	to have decree of September 22, 1877, rescinded			1877-11-08				2454
16420	49	rescinding decree of September 22, 1877		1877-11-08					2454
16421	65	to change name to Hyndman			1877-12-03				2454
16422	27	incorporating "The Borough of Hyndman"		1877-12-08		1878-02-19	First Election		2454
16423	58				1924-12-15				8317
16424	27			1925-05-07		1925-06-02	First Election		8317
16425	27			1926-01-02					3892
16426	77				1926-04-21				3892
16427	23			1926-04-22		1926-05-04	First Election		3892
16428	35			1874-09-14					9242
16429	37			1940-03-04					9282
16430	35			1940-03-25					9282
16431	56			1899-03-27					156
16432	77				1900-01-24				6181
16433	58				1898-12-06				6186
16434	27			1899-05-02		1899-05-13	First Election		6186
16435	109				1899-05-17				6186
16436	77				1900-01-24				6186
16437	35			1939-05-03					6220
16438	27			1873-10-04		1873-10-31	First Election		2696
16439	55			1812-11-~01					2718
16440	82				1813-08-~01				2718
16441	34			1813-11-~01					2718
16442	30				1994-11-28				753
16443	32				1914-09-26				2587
16444	107	of appeal		1914-12-28					2587
16445	58				1912-09-03				2582
16446	55			1912-09-03					2582
16447	82				1912-12-09				2582
16448	34			1912-12-09					2582
16449	60				1916-02-07				2591
16450	25	15th Ward, 6th Precinct		1916-02-07					2591
16452	57				1887-05-02				2746
16453	8				1887-06-22				2746
16454	26			1887-06-22					2746
16455	34				1887-09-12				2746
16456	34			1832-08-06					2720
16457	34			1839-01-12					2721
16458	34			1840-01-08					2722
16459	34			1840-01-~01					2723
16460	109				1901-09-24				3433
16461	1	by Borough: "We have notice of the filing of this writ but believe it is too late to be a Super cedas"			1901-09-24				3433
16462	58				1905-03-06				3437
16463	27			1905-06-06		1905-07-11	First Election		3437
16464	58				1875-10-23				10695
16465	8			1875-11-10					10695
16466	27			1876-02-26		1876-05-06	First Election		10695
16467	57				1910-03-07				6712
16468	57				1925-10-01				6722
16469	14			1925-10-01					6722
16470	52			1918-06-24					6717
16471	57				1918-06-24				6717
16472	34			1906-08-17		1907-01-07	Effective		6709
16473	60				1898-01-22				6707
16474	25	7th Ward		1898-01-22					6707
16475	52			1914-11-16					6714
16476	57				1914-11-16				6714
16477	52			1915-03-31					6715
16478	57				1915-04-02				6715
16479	52			1917-08-06					6716
16480	57				1917-08-06				6716
16482	29			1917-08-06		1917-09-19	Next Election		6716
16483	38			1918-06-24		1918-11-05	Next Election		6717
16484	57				1921-02-11				6719
16486	38			1921-02-11		1921-09-20	Next Election		6719
16487	57				1923-06-05				6720
16488	14			1923-06-05					6720
16489	38			1923-06-05		1923-09-18	Next Election		6720
16490	57				1927-12-01				6723
16491	38			1927-12-01		1928-04-24	Next Election		6723
16493	57				1952-05-06				6724
16494	14			1952-05-06					6724
16495	57				1952-05-06				6725
16496	14			1952-05-06					6725
16497	38			1952-05-06		1952-11-04	Next Election		6724
16498	38			1952-05-06		1952-11-04	Next Election		6725
16499	58								6703
16500	53			1885-09-29					6703
16501	8			1885-10-01					6703
16502	35			1885-10-05					6703
16503	27			1888-06-16		1888-06-30	First Election		6704
16504	58				1859-02-09				5251
16505	8			1859-02-09					5251
16506	27			1859-06-23					5251
16507	23			1860-02-11		1860-03-16	First Election		5251
16508	58				1860-08-10				5252
16509	8			1860-08-10					5252
16510	27			1861-03-20					5252
16511	23			1861-03-20		1861-03-26	First Election		5252
16512	58				1863-02-02				5254
16513	8			1863-02-03					5254
16514	27			1863-05-06		1863-06-16	First Election		5254
16515	58				1863-05-04				5256
16516	8			1863-05-05					5256
16517	27			1863-08-05		1863-08-18	First Election		5256
16518	6	so that name of Borough shall read Elgin instead of Elgian		1876-02-14					5275
16519	34			1869-11-08					5263
16520	58				1871-05-26				5269
16521	53			1871-05-26					5269
16522	8			1871-05-26					5269
16523	35			1871-11-29					5269
16524	34			1872-05-07					5273
16525	58				1909-12-13				9829
16526	57				1910-04-07				9829
16527	34			1910-11-25		1911-01-02	Effective		9829
16528	60				1910-12-24				9829
16529	25	10th Ward		1910-12-24					9829
16530	23			1910-08-22		1910-11-08	Election		9829
16531	57				1916-09-11				9833
16532	25	4th Ward		1916-09-12					9833
16533	58				1858-08-23				9869
16534	8			1858-08-24					9869
16535	27			1858-11-25		1859-03-18	First Election		9869
16536	27			1859-01-27		1859-03-18	First Election		9870
16537	58								9873
16538	8			1862-01-29					9873
16539	27			1862-04-29		1862-05-27	First Election		9873
16540	8			1855-11-28					9866
16541	27			1856-02-08		1856-02-16	First Election		9866
16542	58				1896-08-24				9823
